pair_id,source_id,genre,perturbation,magnitude,score_H,score_T,score_R,score_S,C_geo,C_lin
classical_01::lowpass::lp4000,classical_01,classical,lowpass,4000.0,0.999999,0.58382,0.984677,0.823127,0.783276554683723,0.8023153333333333
classical_01::lowpass::lp2000,classical_01,classical,lowpass,2000.0,0.999966,0.484488,0.982548,0.782339,0.723693068544621,0.7555976666666666
classical_01::distortion::drv4,classical_01,classical,distortion,4.0,0.999999,0.939766,0.999491,0.82414,0.9183468962125421,0.9213016666666667
classical_01::distortion::drv12,classical_01,classical,distortion,12.0,0.999808,0.741767,0.993548,0.787758,0.8359731188708958,0.8431109999999999
classical_01::distortion::drv32,classical_01,classical,distortion,32.0,0.99767,0.59795,0.984828,0.745197,0.7632045668181073,0.7802723333333332
classical_01::style_swap::swap_cross,classical_01,classical,style_swap,nan,0.756144,0.384217,0.934589,0.646745,0.5727582968111725,0.595702
classical_01::style_swap::swap_same,classical_01,classical,style_swap,nan,0.845911,0.516401,0.90493,0.711641,0.6774193057686602,0.6913176666666666
classical_02::control::ctrl,classical_02,classical,control,0.0,1.0,1.0,1.0,0.799097,0.9279683556639209,0.9330323333333332
classical_02::pitch_shift::-4st,classical_02,classical,pitch_shift,-4.0,0.871717,0.518691,0.991982,0.758212,0.6998822197132567,0.7162066666666667
classical_02::pitch_shift::-2st,classical_02,classical,pitch_shift,-2.0,0.854366,0.672871,0.994172,0.723161,0.7463403495142069,0.7501326666666666
classical_02::pitch_shift::-1st,classical_02,classical,pitch_shift,-1.0,0.861364,0.784459,0.994915,0.746091,0.7958836616084629,0.7973046666666667
classical_02::pitch_shift::+1st,classical_02,classical,pitch_shift,1.0,0.858125,0.795764,0.993865,0.748212,0.7994411588190108,0.8007003333333332
classical_02::pitch_shift::+2st,classical_02,classical,pitch_shift,2.0,0.860851,0.690338,0.992833,0.760362,0.7673674807882855,0.7705169999999999
classical_02::pitch_shift::+4st,classical_02,classical,pitch_shift,4.0,0.872927,0.579022,0.990261,0.721167,0.7143366713808783,0.724372
classical_02::time_stretch::-20pct,classical_02,classical,time_stretch,-20.0,0.998827,0.794317,0.907132,0.805066,0.8612023486525631,0.8660699999999999
classical_02::time_stretch::-10pct,classical_02,classical,time_stretch,-10.0,0.999,0.792003,0.916804,0.799097,0.8582831867291257,0.8633666666666666
classical_02::time_stretch::-5pct,classical_02,classical,time_stretch,-5.0,0.999121,0.832235,0.921918,0.787189,0.8682558006494397,0.8728483333333332
classical_02::time_stretch::+5pct,classical_02,classical,time_stretch,5.0,0.999806,0.896479,0.923776,0.784801,0.8893481425944866,0.8936953333333333
classical_02::time_stretch::+10pct,classical_02,classical,time_stretch,10.0,0.999391,0.888793,0.907349,0.755532,0.8755137564505067,0.8812386666666666
classical_02::time_stretch::+20pct,classical_02,classical,time_stretch,20.0,0.994538,0.863815,0.918092,0.767822,0.8704975600073385,0.8753916666666666
classical_02::lowpass::lp8000,classical_02,classical,lowpass,8000.0,1.0,0.540419,0.998866,0.789621,0.7528638306828519,0.7766799999999999
classical_02::lowpass::lp4000,classical_02,classical,lowpass,4000.0,0.996767,0.49875,0.996442,0.772079,0.7267406171920867,0.7558653333333333
classical_02::lowpass::lp2000,classical_02,classical,lowpass,2000.0,0.999545,0.435651,0.992241,0.763336,0.6927112970528053,0.7328439999999999
classical_02::distortion::drv4,classical_02,classical,distortion,4.0,1.0,0.971852,0.999929,0.787935,0.9148786826405269,0.919929
classical_02::distortion::drv12,classical_02,classical,distortion,12.0,0.99995,0.833633,0.998966,0.784493,0.8679887278059799,0.8726919999999999
classical_02::distortion::drv32,classical_02,classical,distortion,32.0,0.992631,0.649915,0.994843,0.740942,0.7818849780522453,0.794496
classical_02::style_swap::swap_cross,classical_02,classical,style_swap,nan,0.86747,0.357397,0.917487,0.49678,0.5360308971403713,0.5738823333333333
classical_02::style_swap::swap_same,classical_02,classical,style_swap,nan,0.942536,0.471133,0.900222,0.693582,0.6753254166957512,0.7024170000000001
classical_03::control::ctrl,classical_03,classical,control,0.0,1.0,0.999997,1.0,0.839157,0.9432221110000862,0.9463846666666667
classical_03::pitch_shift::-4st,classical_03,classical,pitch_shift,-4.0,0.763278,0.57865,0.889923,0.793982,0.7051850874948843,0.71197
classical_03::pitch_shift::-2st,classical_03,classical,pitch_shift,-2.0,0.782893,0.71388,0.874173,0.80961,0.7677170094723011,0.7687943333333332
classical_03::pitch_shift::-1st,classical_03,classical,pitch_shift,-1.0,0.697189,0.819816,0.924334,0.797457,0.7695876037977996,0.7714873333333332
classical_03::pitch_shift::+1st,classical_03,classical,pitch_shift,1.0,0.685872,0.811784,0.988392,0.83292,0.7740380029623322,0.7768586666666666
classical_03::pitch_shift::+2st,classical_03,classical,pitch_shift,2.0,0.784037,0.713773,0.879468,0.801912,0.7656103493174623,0.766574
classical_03::pitch_shift::+4st,classical_03,classical,pitch_shift,4.0,0.755407,0.595073,0.862042,0.780281,0.7052353839663992,0.7102536666666667
classical_03::time_stretch::-20pct,classical_03,classical,time_stretch,-20.0,0.988873,0.715888,0.829531,0.826457,0.8363767561004243,0.8437393333333332
classical_03::time_stretch::-10pct,classical_03,classical,time_stretch,-10.0,0.994096,0.828248,0.830914,0.821946,0.8779652689032643,0.8814299999999999
classical_03::time_stretch::-5pct,classical_03,classical,time_stretch,-5.0,0.998272,0.902038,0.858321,0.829734,0.9074113419218971,0.9100146666666666
classical_03::time_stretch::+5pct,classical_03,classical,time_stretch,5.0,0.997052,0.887516,0.796007,0.823327,0.8998196080021793,0.9026316666666667
classical_03::time_stretch::+10pct,classical_03,classical,time_stretch,10.0,0.995176,0.89404,0.781351,0.828741,0.9034245532073099,0.9059856666666666
classical_03::time_stretch::+20pct,classical_03,classical,time_stretch,20.0,0.986146,0.849383,0.769112,0.802008,0.8758058211675893,0.8791789999999999
classical_03::lowpass::lp8000,classical_03,classical,lowpass,8000.0,1.0,0.98702,0.999866,0.844438,0.9410901772794655,0.9438193333333333
classical_03::lowpass::lp4000,classical_03,classical,lowpass,4000.0,1.0,0.981225,0.99984,0.853351,0.9425377836335155,0.9448586666666666
classical_03::lowpass::lp2000,classical_03,classical,lowpass,2000.0,1.0,0.956241,0.999435,0.858405,0.9363104412292611,0.9382153333333333
classical_03::distortion::drv4,classical_03,classical,distortion,4.0,1.0,0.963298,0.998158,0.83188,0.9288390107430146,0.9317259999999998
